city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,new_confirmed,new_deaths,order_for_place,place_type,state
Conde,2908606.0,2020-06-15,25,25837.0,False,False,15,58.05628,2020-06-15,0.1333,2,0,0,84,city,BA
Condeúba,2908705.0,2020-06-15,25,17247.0,False,False,15,86.97165,2020-06-15,0.0,0,0,0,28,city,BA
Coração de Maria,2908903.0,2020-06-15,25,22605.0,False,False,14,61.9332,2020-06-15,0.0,0,0,0,59,city,BA
Cordeiros,2909000.0,2020-06-15,25,8614.0,False,False,1,11.60901,2020-06-15,0.0,0,0,0,6,city,BA
Coronel João Sá,2909208.0,2020-06-15,25,15895.0,False,False,10,62.91287,2020-06-15,0.0,0,0,0,20,city,BA
Correntina,2909307.0,2020-06-15,25,32137.0,False,False,7,21.78175,2020-06-15,0.0,0,0,0,14,city,BA
Cravolândia,2909505.0,2020-06-15,25,5349.0,False,False,4,74.78033,2020-06-15,0.0,0,0,0,56,city,BA
Crisópolis,2909604.0,2020-06-15,25,21103.0,False,False,6,28.43198,2020-06-15,0.0,0,1,0,21,city,BA
Cristópolis,2909703.0,2020-06-15,25,13910.0,False,False,6,43.13444,2020-06-15,0.0,0,0,0,32,city,BA
Cruz das Almas,2909802.0,2020-06-15,25,63239.0,False,False,51,80.64644,2020-06-15,0.0,0,0,0,53,city,BA
Curaçá,2909901.0,2020-06-15,25,34700.0,False,False,52,149.85591,2020-06-15,0.0,0,2,0,61,city,BA
Dário Meira,2910008.0,2020-06-15,25,10710.0,False,False,17,158.73016,2020-06-15,0.0588,1,0,0,49,city,BA
Dias d'Ávila,2910057.0,2020-06-15,25,81089.0,False,False,151,186.21515,2020-06-15,0.0265,4,1,0,78,city,BA
Dom Basílio,2910107.0,2020-06-15,25,12199.0,False,False,3,24.59218,2020-06-15,0.0,0,0,0,37,city,BA
Dom Macedo Costa,2910206.0,2020-06-15,25,4058.0,False,False,2,49.28536,2020-06-15,0.0,0,0,0,7,city,BA
Encruzilhada,2910404.0,2020-06-15,25,17006.0,False,False,43,252.85193,2020-06-15,0.0,0,0,0,35,city,BA
Entre Rios,2910503.0,2020-06-15,25,41780.0,False,False,49,117.281,2020-06-15,0.0,0,1,0,35,city,BA
Érico Cardoso,2900504.0,2020-06-15,25,10610.0,False,False,0,,2020-06-15,0.0,0,-1,0,6,city,BA
Esplanada,2910602.0,2020-06-15,25,37237.0,False,False,6,16.11301,2020-06-15,0.0,0,0,0,24,city,BA
Euclides da Cunha,2910701.0,2020-06-15,25,60585.0,False,False,9,14.85516,2020-06-15,0.1111,1,0,0,69,city,BA
Eunápolis,2910727.0,2020-06-15,25,113380.0,False,False,304,268.12489,2020-06-15,0.0132,4,7,0,62,city,BA
Fátima,2910750.0,2020-06-15,25,17890.0,False,False,2,11.17943,2020-06-15,0.0,0,0,0,20,city,BA
Feira de Santana,2910800.0,2020-06-15,25,614872.0,False,False,1035,168.32772,2020-06-15,0.0251,26,29,7,102,city,BA
Filadélfia,2910859.0,2020-06-15,25,16377.0,False,False,12,73.27349,2020-06-15,0.0833,1,0,0,16,city,BA
Firmino Alves,2910909.0,2020-06-15,25,5617.0,False,False,1,17.8031,2020-06-15,0.0,0,0,0,13,city,BA
Floresta Azul,2911006.0,2020-06-15,25,10629.0,False,False,16,150.53156,2020-06-15,0.0,0,0,0,63,city,BA
Formosa do Rio Preto,2911105.0,2020-06-15,25,25591.0,False,False,7,27.35337,2020-06-15,0.0,0,0,0,12,city,BA
Gandu,2911204.0,2020-06-15,25,32403.0,False,False,219,675.86335,2020-06-15,0.0183,4,37,1,73,city,BA
Gentio do Ouro,2911303.0,2020-06-15,25,11233.0,False,False,2,17.80468,2020-06-15,0.0,0,0,0,6,city,BA
Glória,2911402.0,2020-06-15,25,15221.0,False,False,5,32.84935,2020-06-15,0.0,0,0,0,23,city,BA
Gongogi,2911501.0,2020-06-15,25,7128.0,False,False,16,224.46689,2020-06-15,0.125,2,0,0,69,city,BA
Governador Mangabeira,2911600.0,2020-06-15,25,20722.0,False,False,8,38.60631,2020-06-15,0.125,1,0,0,45,city,BA
Guajeru,2911659.0,2020-06-15,25,6937.0,False,False,2,28.83091,2020-06-15,0.0,0,0,0,7,city,BA
Guanambi,2911709.0,2020-06-15,25,84481.0,False,False,67,79.30777,2020-06-15,0.0,0,0,0,59,city,BA
Guaratinga,2911808.0,2020-06-15,25,20843.0,False,False,9,43.17996,2020-06-15,0.0,0,2,0,47,city,BA
Iaçu,2911907.0,2020-06-15,25,24305.0,False,False,34,139.88891,2020-06-15,0.1176,4,1,1,32,city,BA
Ibicaraí,2912103.0,2020-06-15,25,21689.0,False,False,45,207.47845,2020-06-15,0.0,0,0,0,55,city,BA
Ibicuí,2912301.0,2020-06-15,25,16198.0,False,False,10,61.73602,2020-06-15,0.0,0,0,0,12,city,BA
Ibipeba,2912400.0,2020-06-15,25,18211.0,False,False,5,27.45593,2020-06-15,0.0,0,0,0,17,city,BA
Ibipitanga,2912509.0,2020-06-15,25,14902.0,False,False,5,33.55254,2020-06-15,0.0,0,0,0,12,city,BA
Ibirapitanga,2912707.0,2020-06-15,25,23375.0,False,False,17,72.72727,2020-06-15,0.0588,1,-1,0,45,city,BA
Ibirapuã,2912806.0,2020-06-15,25,8637.0,False,False,35,405.2333,2020-06-15,0.0286,1,0,0,24,city,BA
Ibirataia,2912905.0,2020-06-15,25,15312.0,False,False,38,248.17137,2020-06-15,0.0526,2,1,0,72,city,BA
Ibitiara,2913002.0,2020-06-15,25,16339.0,False,False,6,36.72195,2020-06-15,0.1667,1,0,0,32,city,BA
Ibotirama,2913200.0,2020-06-15,25,26927.0,False,False,4,14.85498,2020-06-15,0.0,0,0,0,71,city,BA
Igrapiúna,2913457.0,2020-06-15,25,13226.0,False,False,7,52.92605,2020-06-15,0.0,0,0,0,32,city,BA
Iguaí,2913507.0,2020-06-15,25,26916.0,False,False,28,104.02734,2020-06-15,0.0,0,2,0,19,city,BA
Ilhéus,2913606.0,2020-06-15,25,162327.0,False,False,864,532.25896,2020-06-15,0.0428,37,1,0,83,city,BA
Importados/Indefinidos,,2020-06-15,25,,False,False,578,,2020-06-15,0.0069,4,166,0,84,city,BA
Inhambupe,2913705.0,2020-06-15,25,39926.0,False,False,5,12.52317,2020-06-15,0.0,0,0,0,32,city,BA
Ipecaetá,2913804.0,2020-06-15,25,14487.0,False,False,3,20.70822,2020-06-15,0.0,0,0,0,32,city,BA
Ipiaú,2913903.0,2020-06-15,25,45873.0,False,False,407,887.23214,2020-06-15,0.0172,7,0,0,81,city,BA
Ipirá,2914000.0,2020-06-15,25,59595.0,False,False,30,50.33979,2020-06-15,0.0333,1,4,0,57,city,BA
Iramaia,2914307.0,2020-06-15,25,8537.0,False,False,2,23.42743,2020-06-15,0.0,0,0,0,11,city,BA
Irará,2914505.0,2020-06-15,25,29034.0,False,False,11,37.88662,2020-06-15,0.0,0,0,0,36,city,BA
Irecê,2914604.0,2020-06-15,25,72967.0,False,False,37,50.70785,2020-06-15,0.0,0,1,0,62,city,BA
Itabela,2914653.0,2020-06-15,25,30584.0,False,False,30,98.0905,2020-06-15,0.0,0,4,0,57,city,BA
Itaberaba,2914703.0,2020-06-15,25,64489.0,False,False,74,114.74825,2020-06-15,0.027,2,2,0,57,city,BA
Itabuna,2914802.0,2020-06-15,25,213223.0,False,False,1479,693.63999,2020-06-15,0.0284,42,49,3,89,city,BA
Itacaré,2914901.0,2020-06-15,25,28296.0,False,False,63,222.64631,2020-06-15,0.0317,2,1,0,52,city,BA
Itaeté,2915007.0,2020-06-15,25,16056.0,False,False,43,267.81266,2020-06-15,0.0,0,0,0,25,city,BA
Itagi,2915106.0,2020-06-15,25,12351.0,False,False,9,72.86859,2020-06-15,0.0,0,0,0,69,city,BA
Itagibá,2915205.0,2020-06-15,25,14579.0,False,False,31,212.63461,2020-06-15,0.0645,2,0,0,80,city,BA
Itajuípe,2915502.0,2020-06-15,25,20491.0,False,False,198,966.27788,2020-06-15,0.0051,1,3,0,77,city,BA
Itamaraju,2915601.0,2020-06-15,25,64486.0,False,False,236,365.97091,2020-06-15,0.0169,4,1,1,79,city,BA
Itamari,2915700.0,2020-06-15,25,8035.0,False,False,0,,2020-06-15,0.0,0,0,0,57,city,BA
Itambé,2915809.0,2020-06-15,25,23049.0,False,False,1,4.33858,2020-06-15,0.0,0,0,0,2,city,BA
Itanagra,2915908.0,2020-06-15,25,6441.0,False,False,8,124.20432,2020-06-15,0.125,1,0,0,26,city,BA
Itanhém,2916005.0,2020-06-15,25,19405.0,False,False,17,87.60629,2020-06-15,0.0588,1,0,1,24,city,BA
Itaparica,2916104.0,2020-06-15,25,22228.0,False,False,46,206.94619,2020-06-15,0.0652,3,0,0,51,city,BA
Itapé,2916203.0,2020-06-15,25,8761.0,False,False,14,159.79911,2020-06-15,0.1429,2,0,0,64,city,BA
Itapebi,2916302.0,2020-06-15,25,10259.0,False,False,21,204.69831,2020-06-15,0.0,0,6,0,68,city,BA
Itapetinga,2916401.0,2020-06-15,25,76147.0,False,False,36,47.27698,2020-06-15,0.1389,5,2,2,73,city,BA
Itapicuru,2916500.0,2020-06-15,25,35576.0,False,False,49,137.7333,2020-06-15,0.0,0,0,0,37,city,BA
Itapitanga,2916609.0,2020-06-15,25,10313.0,False,False,11,106.6615,2020-06-15,0.0,0,0,0,38,city,BA
Itaquara,2916708.0,2020-06-15,25,8319.0,False,False,0,,2020-06-15,0.0,0,0,0,18,city,BA
Itarantim,2916807.0,2020-06-15,25,19747.0,False,False,15,75.96091,2020-06-15,0.0667,1,1,0,72,city,BA
Itatim,2916856.0,2020-06-15,25,14487.0,False,False,26,179.47125,2020-06-15,0.0769,2,0,1,69,city,BA
Itiruçu,2916906.0,2020-06-15,25,12576.0,False,False,1,7.95165,2020-06-15,0.0,0,0,0,7,city,BA
Itiúba,2917003.0,2020-06-15,25,36089.0,False,False,6,16.62556,2020-06-15,0.1667,1,0,0,29,city,BA
Itororó,2917102.0,2020-06-15,25,20382.0,False,False,11,53.96919,2020-06-15,0.0,0,0,0,79,city,BA
Ituaçu,2917201.0,2020-06-15,25,18962.0,False,False,1,5.27371,2020-06-15,0.0,0,0,0,16,city,BA
Ituberá,2917300.0,2020-06-15,25,28602.0,False,False,8,27.97007,2020-06-15,0.125,1,0,0,68,city,BA
Iuiú,2917334.0,2020-06-15,25,10994.0,False,False,1,9.09587,2020-06-15,0.0,0,0,0,10,city,BA
Jaborandi,2917359.0,2020-06-15,25,8385.0,False,False,1,11.92606,2020-06-15,0.0,0,0,0,24,city,BA
Jacaraci,2917409.0,2020-06-15,25,14842.0,False,False,2,13.47527,2020-06-15,0.0,0,0,0,26,city,BA
Jacobina,2917508.0,2020-06-15,25,80518.0,False,False,62,77.00142,2020-06-15,0.0161,1,1,0,41,city,BA
Jaguaquara,2917607.0,2020-06-15,25,54423.0,False,False,55,101.06021,2020-06-15,0.0,0,0,0,67,city,BA
Jaguarari,2917706.0,2020-06-15,25,33570.0,False,False,49,145.96366,2020-06-15,0.0,0,0,0,49,city,BA
Jaguaripe,2917805.0,2020-06-15,25,18788.0,False,False,14,74.51565,2020-06-15,0.0,0,0,0,27,city,BA
Jandaíra,2917904.0,2020-06-15,25,10709.0,False,False,5,46.6897,2020-06-15,0.2,1,0,0,14,city,BA
Jequié,2918001.0,2020-06-15,25,155966.0,False,False,610,391.11088,2020-06-15,0.0279,17,5,1,85,city,BA
Jeremoabo,2918100.0,2020-06-15,25,40463.0,False,False,3,7.41418,2020-06-15,0.0,0,0,0,7,city,BA
Jiquiriçá,2918209.0,2020-06-15,25,14537.0,False,False,1,6.879,2020-06-15,0.0,0,0,0,23,city,BA
Jitaúna,2918308.0,2020-06-15,25,11166.0,False,False,16,143.29214,2020-06-15,0.125,2,0,0,41,city,BA
João Dourado,2918357.0,2020-06-15,25,25188.0,False,False,54,214.3878,2020-06-15,0.0185,1,1,0,19,city,BA
Juazeiro,2918407.0,2020-06-15,25,216707.0,False,False,173,79.83129,2020-06-15,0.0462,8,4,1,85,city,BA
Jussara,2918506.0,2020-06-15,25,15284.0,False,False,0,,2020-06-15,0.0,0,0,0,12,city,BA
Jussari,2918555.0,2020-06-15,25,5833.0,False,False,5,85.71918,2020-06-15,0.0,0,0,0,46,city,BA
Jussiape,2918605.0,2020-06-15,25,6186.0,False,False,2,32.33107,2020-06-15,0.0,0,0,0,44,city,BA
Lafaiete Coutinho,2918704.0,2020-06-15,25,3724.0,False,False,7,187.96992,2020-06-15,0.0,0,0,0,35,city,BA
Laje,2918803.0,2020-06-15,25,23840.0,False,False,12,50.33557,2020-06-15,0.0,0,1,0,52,city,BA
Lajedão,2918902.0,2020-06-15,25,3955.0,False,False,3,75.85335,2020-06-15,0.0,0,0,0,24,city,BA
Lajedo do Tabocal,2919058.0,2020-06-15,25,8562.0,False,False,6,70.07708,2020-06-15,0.0,0,0,0,51,city,BA
Lamarão,2919108.0,2020-06-15,25,8307.0,False,False,15,180.5706,2020-06-15,0.0,0,0,0,24,city,BA
Lapão,2919157.0,2020-06-15,25,27223.0,False,False,9,33.06028,2020-06-15,0.0,0,0,0,27,city,BA
Lauro de Freitas,2919207.0,2020-06-15,25,198440.0,False,False,839,422.79782,2020-06-15,0.0262,22,20,2,89,city,BA
Licínio de Almeida,2919405.0,2020-06-15,25,12388.0,False,False,9,72.65095,2020-06-15,0.0,0,1,0,54,city,BA
Livramento de Nossa Senhora,2919504.0,2020-06-15,25,45732.0,False,False,12,26.23983,2020-06-15,0.0,0,0,0,52,city,BA
Luís Eduardo Magalhães,2919553.0,2020-06-15,25,87519.0,False,False,83,94.83655,2020-06-15,0.0,0,0,0,66,city,BA
Macarani,2919702.0,2020-06-15,25,18755.0,False,False,3,15.99573,2020-06-15,0.3333,1,0,0,21,city,BA
Macaúbas,2919801.0,2020-06-15,25,49826.0,False,False,3,6.02095,2020-06-15,0.0,0,0,0,16,city,BA
Madre de Deus,2919926.0,2020-06-15,25,21093.0,False,False,65,308.1591,2020-06-15,0.0308,2,1,0,42,city,BA
Maetinga,2919959.0,2020-06-15,25,3161.0,False,False,1,31.63556,2020-06-15,0.0,0,0,0,14,city,BA
Maiquinique,2920007.0,2020-06-15,25,10112.0,False,False,7,69.22468,2020-06-15,0.0,0,0,0,19,city,BA
Mairi,2920106.0,2020-06-15,25,18676.0,False,False,16,85.67145,2020-06-15,0.0,0,1,0,26,city,BA
Malhada,2920205.0,2020-06-15,25,16845.0,False,False,1,5.93648,2020-06-15,0.0,0,0,0,10,city,BA
Malhada de Pedras,2920304.0,2020-06-15,25,8393.0,False,False,1,11.91469,2020-06-15,0.0,0,0,0,15,city,BA
Manoel Vitorino,2920403.0,2020-06-15,25,13240.0,False,False,17,128.39879,2020-06-15,0.0588,1,0,0,37,city,BA
Mansidão,2920452.0,2020-06-15,25,13643.0,False,False,26,190.57392,2020-06-15,0.0,0,0,0,17,city,BA
Maracás,2920502.0,2020-06-15,25,20834.0,False,False,13,62.398,2020-06-15,0.0769,1,1,0,48,city,BA
Maragogipe,2920601.0,2020-06-15,25,44677.0,False,False,44,98.48468,2020-06-15,0.0227,1,0,0,53,city,BA
Maraú,2920700.0,2020-06-15,25,20570.0,False,False,14,68.06028,2020-06-15,0.1429,2,0,0,48,city,BA
Marcionílio Souza,2920809.0,2020-06-15,25,10406.0,False,False,7,67.26888,2020-06-15,0.0,0,0,0,22,city,BA
Mascote,2920908.0,2020-06-15,25,13822.0,False,False,5,36.17422,2020-06-15,0.0,0,1,0,24,city,BA
Mata de São João,2921005.0,2020-06-15,25,46583.0,False,False,79,169.58976,2020-06-15,0.0,0,1,0,49,city,BA
Matina,2921054.0,2020-06-15,25,12201.0,False,False,0,,2020-06-15,0.0,0,0,0,13,city,BA
Medeiros Neto,2921104.0,2020-06-15,25,22688.0,False,False,16,70.52186,2020-06-15,0.0,0,1,0,77,city,BA
Miguel Calmon,2921203.0,2020-06-15,25,26023.0,False,False,5,19.21377,2020-06-15,0.4,2,0,0,32,city,BA
Milagres,2921302.0,2020-06-15,25,10950.0,False,False,37,337.89954,2020-06-15,0.0,0,0,0,17,city,BA
Mirangaba,2921401.0,2020-06-15,25,18338.0,False,False,5,27.26579,2020-06-15,0.0,0,0,0,32,city,BA
Mirante,2921450.0,2020-06-15,25,8641.0,False,False,7,81.00914,2020-06-15,0.1429,1,0,0,59,city,BA
Monte Santo,2921500.0,2020-06-15,25,49418.0,False,False,26,52.61241,2020-06-15,0.0385,1,1,0,31,city,BA
Morpará,2921609.0,2020-06-15,25,8519.0,False,False,8,93.90774,2020-06-15,0.125,1,0,0,57,city,BA
Morro do Chapéu,2921708.0,2020-06-15,25,35413.0,False,False,7,19.76675,2020-06-15,0.0,0,0,0,34,city,BA
Mortugaba,2921807.0,2020-06-15,25,12042.0,False,False,3,24.91281,2020-06-15,0.0,0,0,0,10,city,BA
Mucugê,2921906.0,2020-06-15,25,9062.0,False,False,4,44.14037,2020-06-15,0.0,0,0,0,57,city,BA
Mucuri,2922003.0,2020-06-15,25,41748.0,False,False,84,201.20724,2020-06-15,0.0119,1,0,0,33,city,BA
Mulungu do Morro,2922052.0,2020-06-15,25,10889.0,False,False,4,36.73432,2020-06-15,0.25,1,0,0,16,city,BA
Mundo Novo,2922102.0,2020-06-15,25,26776.0,False,False,2,7.46938,2020-06-15,0.5,1,0,0,33,city,BA
Muniz Ferreira,2922201.0,2020-06-15,25,7422.0,False,False,5,67.36729,2020-06-15,0.0,0,0,0,18,city,BA
Muquém de São Francisco,2922250.0,2020-06-15,25,11348.0,False,False,4,35.2485,2020-06-15,0.0,0,2,0,10,city,BA
Muritiba,2922300.0,2020-06-15,25,29399.0,False,False,30,102.04429,2020-06-15,0.0333,1,1,0,33,city,BA
Mutuípe,2922409.0,2020-06-15,25,22221.0,False,False,20,90.00495,2020-06-15,0.0,0,0,0,29,city,BA
Nazaré,2922508.0,2020-06-15,25,28525.0,False,False,9,31.55127,2020-06-15,0.0,0,0,0,44,city,BA
Nilo Peçanha,2922607.0,2020-06-15,25,13997.0,False,False,4,28.57755,2020-06-15,0.25,1,0,0,52,city,BA
Nordestina,2922656.0,2020-06-15,25,13130.0,False,False,15,114.24219,2020-06-15,0.0,0,0,0,45,city,BA
Nova Canaã,2922706.0,2020-06-15,25,16462.0,False,False,1,6.0746,2020-06-15,0.0,0,0,0,10,city,BA
Nova Fátima,2922730.0,2020-06-15,25,7812.0,False,False,4,51.20328,2020-06-15,0.0,0,0,0,23,city,BA
Nova Ibiá,2922755.0,2020-06-15,25,6591.0,False,False,2,30.34441,2020-06-15,0.0,0,0,0,32,city,BA
Nova Redenção,2922854.0,2020-06-15,25,9118.0,False,False,1,10.96732,2020-06-15,0.0,0,1,0,2,city,BA
Nova Soure,2922904.0,2020-06-15,25,26947.0,False,False,32,118.75162,2020-06-15,0.0,0,3,0,78,city,BA
Nova Viçosa,2923001.0,2020-06-15,25,43376.0,False,False,80,184.43379,2020-06-15,0.0125,1,5,1,40,city,BA
Novo Triunfo,2923050.0,2020-06-15,25,15440.0,False,False,3,19.43005,2020-06-15,0.0,0,0,0,18,city,BA
Olindina,2923100.0,2020-06-15,25,28229.0,False,False,6,21.25474,2020-06-15,0.0,0,0,0,26,city,BA
Oliveira dos Brejinhos,2923209.0,2020-06-15,25,21825.0,False,False,31,142.03895,2020-06-15,0.0,0,0,0,52,city,BA
Ouriçangas,2923308.0,2020-06-15,25,8564.0,False,False,2,23.35357,2020-06-15,0.0,0,0,0,72,city,BA
Ourolândia,2923357.0,2020-06-15,25,17451.0,False,False,1,5.73033,2020-06-15,0.0,0,0,0,18,city,BA
Palmas de Monte Alto,2923407.0,2020-06-15,25,21750.0,False,False,17,78.16092,2020-06-15,0.0,0,0,0,14,city,BA
Palmeiras,2923506.0,2020-06-15,25,9019.0,False,False,2,22.17541,2020-06-15,0.0,0,0,0,72,city,BA
Paramirim,2923605.0,2020-06-15,25,21607.0,False,False,5,23.14065,2020-06-15,0.2,1,0,0,62,city,BA
Paratinga,2923704.0,2020-06-15,25,32000.0,False,False,1,3.125,2020-06-15,0.0,0,0,0,28,city,BA
Paripiranga,2923803.0,2020-06-15,25,28989.0,False,False,5,17.24792,2020-06-15,0.0,0,0,0,18,city,BA
Pau Brasil,2923902.0,2020-06-15,25,9831.0,False,False,18,183.09429,2020-06-15,0.1667,3,0,0,45,city,BA
Paulo Afonso,2924009.0,2020-06-15,25,117782.0,False,False,85,72.16722,2020-06-15,0.0118,1,0,0,56,city,BA
Pé de Serra,2924058.0,2020-06-15,25,13578.0,False,False,3,22.09456,2020-06-15,0.0,0,0,0,12,city,BA
Pedrão,2924108.0,2020-06-15,25,7347.0,False,False,0,,2020-06-15,0.0,0,0,0,17,city,BA
Pedro Alexandre,2924207.0,2020-06-15,25,16667.0,False,False,1,5.99988,2020-06-15,0.0,0,0,0,18,city,BA
Piatã,2924306.0,2020-06-15,25,17123.0,False,False,7,40.88069,2020-06-15,0.0,0,0,0,32,city,BA
Pilão Arcado,2924405.0,2020-06-15,25,35048.0,False,False,46,131.24857,2020-06-15,0.0,0,0,0,44,city,BA
Pindaí,2924504.0,2020-06-15,25,16260.0,False,False,11,67.65068,2020-06-15,0.0,0,0,0,17,city,BA
Pindobaçu,2924603.0,2020-06-15,25,20150.0,False,False,6,29.77667,2020-06-15,0.0,0,0,0,17,city,BA
Pintadas,2924652.0,2020-06-15,25,10437.0,False,False,6,57.48778,2020-06-15,0.0,0,2,0,21,city,BA
Piraí do Norte,2924678.0,2020-06-15,25,10023.0,False,False,11,109.74758,2020-06-15,0.0,0,0,0,19,city,BA
Piripá,2924702.0,2020-06-15,25,10707.0,False,False,26,242.83179,2020-06-15,0.0,0,0,0,72,city,BA
Piritiba,2924801.0,2020-06-15,25,24755.0,False,False,3,12.11876,2020-06-15,0.0,0,0,0,29,city,BA
Planalto,2925006.0,2020-06-15,25,26265.0,False,False,17,64.72492,2020-06-15,0.0,0,0,0,11,city,BA
Poções,2925105.0,2020-06-15,25,46871.0,False,False,49,104.54225,2020-06-15,0.0204,1,21,0,18,city,BA
Pojuca,2925204.0,2020-06-15,25,39519.0,False,False,96,242.92113,2020-06-15,0.0104,1,0,0,79,city,BA
Ponto Novo,2925253.0,2020-06-15,25,14914.0,False,False,7,46.93577,2020-06-15,0.1429,1,3,0,32,city,BA
Porto Seguro,2925303.0,2020-06-15,25,148686.0,False,False,236,158.72375,2020-06-15,0.0042,1,3,0,92,city,BA
Potiraguá,2925402.0,2020-06-15,25,7224.0,False,False,23,318.38317,2020-06-15,0.0,0,0,0,38,city,BA
Prado,2925501.0,2020-06-15,25,28174.0,False,False,35,124.22801,2020-06-15,0.0286,1,0,0,91,city,BA
Presidente Dutra,2925600.0,2020-06-15,25,15142.0,False,False,14,92.45806,2020-06-15,0.0,0,1,0,37,city,BA
Presidente Jânio Quadros,2925709.0,2020-06-15,25,12338.0,False,False,1,8.10504,2020-06-15,0.0,0,0,0,32,city,BA
Presidente Tancredo Neves,2925758.0,2020-06-15,25,27719.0,False,False,7,25.25344,2020-06-15,0.0,0,1,0,37,city,BA
Queimadas,2925808.0,2020-06-15,25,25439.0,False,False,21,82.55041,2020-06-15,0.0,0,0,0,33,city,BA
Quijingue,2925907.0,2020-06-15,25,27580.0,False,False,2,7.25163,2020-06-15,0.0,0,0,0,9,city,BA
Quixabeira,2925931.0,2020-06-15,25,8972.0,False,False,6,66.87472,2020-06-15,0.0,0,0,0,35,city,BA
Rafael Jambeiro,2925956.0,2020-06-15,25,22621.0,False,False,27,119.35812,2020-06-15,0.0,0,3,0,45,city,BA
Remanso,2926004.0,2020-06-15,25,41008.0,False,False,26,63.40226,2020-06-15,0.0385,1,0,0,43,city,BA
Retirolândia,2926103.0,2020-06-15,25,14396.0,False,False,24,166.71298,2020-06-15,0.0,0,2,0,44,city,BA
Riachão das Neves,2926202.0,2020-06-15,25,22339.0,False,False,33,147.72371,2020-06-15,0.0,0,0,0,21,city,BA
Riachão do Jacuípe,2926301.0,2020-06-15,25,33436.0,False,False,17,50.8434,2020-06-15,0.0588,1,0,0,28,city,BA
Riacho de Santana,2926400.0,2020-06-15,25,35421.0,False,False,14,39.52458,2020-06-15,0.0,0,0,0,25,city,BA
Ribeira do Amparo,2926509.0,2020-06-15,25,14592.0,False,False,4,27.41228,2020-06-15,0.0,0,0,0,24,city,BA
Ribeira do Pombal,2926608.0,2020-06-15,25,53807.0,False,False,33,61.33031,2020-06-15,0.0303,1,1,0,58,city,BA
Ribeirão do Largo,2926657.0,2020-06-15,25,5812.0,False,False,1,17.20578,2020-06-15,0.0,0,0,0,14,city,BA
Rio do Antônio,2926806.0,2020-06-15,25,15371.0,False,False,4,26.02303,2020-06-15,0.0,0,0,0,20,city,BA
Rio do Pires,2926905.0,2020-06-15,25,11655.0,False,False,3,25.74003,2020-06-15,0.0,0,0,0,67,city,BA
Rio Real,2927002.0,2020-06-15,25,40732.0,False,False,29,71.19709,2020-06-15,0.0,0,1,0,55,city,BA
